NAME,ZIP,LON,LAT,ADDRESS
115th Street,10026,-73.95353074,40.80297988,203 West 115th Street
125th Street,10035,-73.93484756,40.80301816,224 East 125th Street
53rd Street,10019,-73.97736329,40.76080689,18 West 53rd Street
58th Street,10022,-73.9693817,40.76218602,127 East 58th Street
67th Street,10065,-73.95954995,40.76491501,328 East 67th Street
96th Street,10128,-73.95180567,40.7859598,112 East 96th Street
Aguilar,10029,-73.94345828,40.79421477,174 East 110th Street
Allerton,10467,-73.86322248,40.86680443,2740 Barnes Avenue
Andrew Heiskell Braille and Talking Book,10011,-73.99335691,40.74046546,40 West 20th Street
Battery Park City Library,10282,-74.01574871,40.71569087,175 North End Avenue
Baychester,10475,-73.82931595,40.87075331,2049 Asch Loop North
Belmont Library and Enrico Fermi Cultural Center,10458,-73.88788269,40.85434421,610 East 186th Street
Bloomingdale,10025,-73.96760677,40.79587355,150 West 100th Street
Bronx Library Center,10458,-73.89450289,40.86298061,310 East Kingsbridge Road
Castle Hill,10473,-73.8501702,40.82662921,947 Castle Hill Avenue
Chatham Square,10002,-73.99648987,40.71333307,33 East Broadway
City Island,10464,-73.78636659,40.8476919,320 City Island Avenue
Clason's Point,10472,-73.8750206,40.82999288,1215 Morrison Avenue
Columbus,10019,-73.99122082,40.76493462,742 10th Avenue
Countee Cullen,10030,-73.94116092,40.81483582,104 West 136th Street
Dongan Hills,10304,-74.10113729,40.59039134,1617 Richmond Road
Eastchester,10469,-73.84506428,40.8701397,1385 East Gun Hill Road
Edenwald,10466,-73.84083713,40.8888949,1255 East 233rd Street
Epiphany,10010,-73.98204889,40.73808712,228 East 23rd Street
Fort Washington,10033,-73.93386591,40.84787004,535 West 179th Street
Francis Martin,10453,-73.90931635,40.85742189,2150 University Avenue
George Bruce,10027,-73.95705321,40.81376896,518 West 125th Street
Grand Central,10017,-73.97356772,40.75406788,135 East 46th Street
Grand Concourse,10457,-73.91008714,40.84400191,155 East 173rd Street
Great Kills,10308,-74.15111164,40.55242326,56 Giffords Lane
Hamilton Fish Park,10002,-73.97942314,40.71978015,415 East Houston Street
Hamilton Grange,10031,-73.94803242,40.82567237,503 West 145th Street
Harlem,10027,-73.9433156,40.80616044,9 West 124th Street
High Bridge,10452,-73.9235509,40.83796002,78 West 168th Street
Hudson Park,10014,-74.00533101,40.72998291,66 Leroy Street
Huguenot Park,10312,-74.19322901,40.53407849,830 Huguenot Avenue
Hunts Point,10459,-73.89413217,40.81867009,877 Southern Boulevard
Inwood,10034,-73.92586291,40.86574872,4790 Broadway
Jefferson Market,10011,-73.99916929,40.73463471,425 Avenue of the Americas
Jerome Park,10468,-73.90119236,40.86906987,118 Eames Place
Kingsbridge,10463,-73.90770595,40.88069989,291 West 231st Street
Kips Bay,10016,-73.97990196,40.74380962,446 Third Avenue
Macomb's Bridge,10039,-73.93586246,40.82653201,2650 Adam Clayton Powell Jr. Boulevard
Mariners Harbor,10303,-74.16658191,40.63469343,206 South Ave
Melrose,10451,-73.91758394,40.82658456,910 Morris Avenue
Mid-Manhattan,10016,-73.98169851,40.75189156,455 Fifth Avenue
Morningside Heights,10025,-73.96477562,40.80613026,2900 Broadway
Morris Park,10462,-73.85695785,40.84802911,985 Morris Park Avenue
Morrisania,10456,-73.90179407,40.83126291,610 East 169th Street
Mosholu,10467,-73.87838435,40.87437981,285 East 205th Street
Mott Haven,10454,-73.92438195,40.81158964,321 East 140th Street
Muhlenberg,10011,-73.99596857,40.74448733,209 West 23rd Street
Mulberry Street,10012,-73.99568417,40.72413927,10 Jersey Street
New Amsterdam,10007,-74.00786921,40.71357685,9 Murray Street
New Dorp,10306,-74.11195815,40.57193185,309 New Dorp Lane
"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",10023,-73.98454685,40.77350699,40 Lincoln Center Plaza
Ottendorfer,10003,-73.98774284,40.72890664,135 Second Avenue
Parkchester,10462,-73.85835005,40.83378099,1985 Westchester Avenue
Pelham Bay,10461,-73.82790017,40.84431753,3060 Middletown Road
Pelham Parkway-Van Nest,10462,-73.86414666,40.85487588,2147 Barnes Avenue
Port Richmond,10302,-74.13110462,40.63758562,75 Bennett Street
Richmondtown,10306,-74.13853388,40.56653015,200 Clarke Avenue
Riverdale,10471,-73.90277254,40.90372278,5540 Mosholu Avenue
Riverside,10023,-73.98451216,40.77423208,127 Amsterdam Avenue
Roosevelt Island,10044,-73.95020567,40.76123276,524 Main Street
Schomburg Center for Research in Black Culture,10037,-73.94094394,40.81464862,515 Malcolm X Boulevard
"Science, Industry and Business Library (SIBL)",10016,-73.98300922,40.74811516,188 Madison Avenue
Sedgwick,10453,-73.91749502,40.84944451,1701 Martin Luther King Jr. Boulevard
Seward Park,10002,-73.98850102,40.71440955,192 East Broadway
Soundview,10473,-73.86288996,40.81870935,660 Soundview Avenue
South Beach,10305,-74.06298045,40.59580257,21-25 Robin Road
Spuyten Duyvil,10463,-73.91465019,40.88628524,650 West 235th Street
St. Agnes,10024,-73.97745212,40.78483464,444 Amsterdam Avenue
St. George Library Center,10301,-74.07667836,40.64179935,5 Central Avenue
Stapleton,10304,-74.07786386,40.62625652,132 Canal Street
Stephen A. Schwarzman Building,10018,-73.9822308,40.75320442, Fifth Avenue at 42nd Street
Terence Cardinal Cooke-Cathedral,10022,-73.97254083,40.75680235,560 Lexington Avenue
Throg's Neck,10465,-73.81909494,40.82287218,3025 Cross Bronx Expressway Extension
Todt Hill-Westerleigh,10314,-74.14852128,40.609602,2550 Victory Boulevard
Tompkins Square,10009,-73.98042071,40.72728803,331 East 10th Street
Tottenville,10307,-74.24410671,40.50953112,7430 Amboy Road
Tremont,10457,-73.89834944,40.84604569,1866 Washington Avenue
Van Cortlandt,10463,-73.89392119,40.8827797,3874 Sedgwick Avenue
Wakefield,10466,-73.85958124,40.89108507,4100 Lowerre Place
Washington Heights,10032,-73.93971035,40.83454889,1000 St. Nicholas Avenue
Webster,10021,-73.95134169,40.77065254,1465 York Avenue
West Farms,10460,-73.8830121,40.84464445,2085 Honeywell Avenue
West New Brighton,10310,-74.11482187,40.63450894,976 Castleton Avenue
Westchester Square,10461,-73.84673062,40.84086754,2521 Glebe Avenue
Woodlawn Heights,10470,-73.867942,40.90043991,4355 Katonah Avenue
Woodstock,10456,-73.90464799,40.82061891,761 East 160th Street
Yorkville,10021,-73.95637252,40.77365564,222 East 79th Street
Arlington,11207,-73.88723724,40.68068926,203 Arlington Avenue
Bay Ridge,11209,-74.02953835,40.63362571,7223 Ridge Boulevard
Bedford,11238,-73.95616471,40.68181211,496 Franklin Avenue
Borough Park,11219,-73.98900319,40.63888884,1265 43rd Street
Brighton Beach <br> (Closed for Renovation),11235,-73.96677488,40.57610775,16 Brighton First Road
Brooklyn Heights,11201,-73.99134799,40.69568256,280 Cadman Plaza West
Brower Park,11216,-73.94856614,40.67537085,725 St. Marks Avenue
Brownsville,11212,-73.90860343,40.67152666,61 Glenmore Avenue
Bushwick,11206,-73.93961842,40.70455906,340 Bushwick Avenue
Canarsie,11236,-73.89952442,40.64220845,1580 Rockaway Parkway
Carroll Gardens,11231,-73.99801906,40.68321352,396 Clinton Street
Brooklyn Central Library,11238,-73.96822438,40.67234353,10 Grand Army Plaza
Clarendon,11210,-73.9476343,40.63574015,2035 Nostrand Avenue
Clinton Hill,11238,-73.96603067,40.68737909,380 Washington Avenue
Coney Island,11224,-73.98606199,40.57663778,1901 Mermaid Avenue
Cortelyou,11226,-73.96596508,40.64080355,1305 Cortelyou Road
Crown Heights,11225,-73.9481023,40.66118931,560 New York Avenue
Cypress Hills,11208,-73.87403488,40.67270747,1197 Sutter Avenue
DeKalb,11221,-73.92839867,40.6948167,790 Bushwick Avenue
Dyker,11228,-74.01198852,40.61630814,8202 13th Avenue
East Flatbush,11212,-73.91494062,40.65571088,9612 Church Avenue
Eastern Parkway,11213,-73.93365085,40.66848651,1044 Eastern Parkway
Flatbush,11226,-73.95824218,40.65192508,22 Linden Boulevard
Flatlands,11234,-73.93321326,40.6197682,2065 Flatbush Avenue
Fort Hamilton,11209,-74.03136941,40.61637311,9424 Fourth Avenue
Gerritsen Beach,11229,-73.92393763,40.59137103,2808 Gerritsen Avenue
Gravesend,11223,-73.97180845,40.59054439,303 Avenue X
Greenpoint,11222,-73.95069498,40.72602807,107 Norman Avenue
Highlawn,11223,-73.98624642,40.60569304,1664 West 13th Street
Homecrest,11223,-73.96059937,40.59523686,2525 Coney Island Avenue
Jamaica Bay,11236,-73.88924363,40.63446014,9727 Seaview Avenue
Kensington,11218,-73.97543591,40.63129183,4207 18th Avenue
Kings Bay,11229,-73.94112492,40.59486152,3650 Nostrand Avenue
Kings Highway,11229,-73.95310585,40.61025667,2115 Ocean Avenue
Leonard,11211,-73.94793571,40.71364489,81 Devoe Street
Macon,11233,-73.93480547,40.6830049,361 Lewis Avenue
Mapleton,11204,-73.98944015,40.6230914,1702 60th Street
Marcy,11216,-73.9512835,40.69162309,617 DeKalb Avenue
McKinley Park,11219,-74.01183731,40.62918753,6802 Fort Hamilton Parkway
Midwood,11230,-73.96031449,40.62589331,975 East 16th Street
Mill Basin,11234,-73.91702121,40.61986842,2385 Ralph Avenue
New Lots,11207,-73.88607054,40.66515937,665 New Lots Avenue
"New Utrecht <br> (Temporary Closed, will reopen later this Summer (2016).",11214,-74.00337655,40.60800935,1743 86th Street
Pacific,11217,-73.97858354,40.68346663,25 Fourth Avenue
Paerdegat,11234,-73.91998488,40.63263699,850 East 59th Street
Park Slope,11215,-73.98345537,40.66823507,431 6th Avenue
Red Hook,11231,-74.01034307,40.67524077,7 Wolcott Street
Rugby,11203,-73.93035653,40.64861929,1000 Utica Avenue
Ryder,11204,-73.97596653,40.61587983,5902 23rd Avenue
Saratoga,11233,-73.91513242,40.68481005,8 Thomas S. Boyland Street
Sheepshead Bay,11235,-73.95537378,40.58701343,2636 East 14th Street
Spring Creek,11207,-73.88586614,40.65320976,12143 Flatlands Avenue
Stone Avenue,11212,-73.90524945,40.66449963,581 Mother Gaston Boulevard
Sunset Park,11220,-74.01363,40.64591212,5108 4th Avenue
Ulmer Park,11214,-73.98862741,40.59268512,2602 Bath Avenue
Walt Whitman,11205,-73.97773263,40.6944897,93 Saint Edwards Street
Washington Irving,11237,-73.91220085,40.69749505,360 Irving Avenue
Williamsburgh,11211,-73.95755461,40.70693042,240 Division Avenue
Windsor Terrace,11218,-73.97675877,40.64875019,160 East 5th Street
Arverne,11692,-73.78404003,40.59314678,312 Beach 54 Street
Astoria,11102,-73.92874209,40.77237538,14-01 Astoria Boulevard
Auburndale,11358,-73.79634179,40.77374626,25-55 Francis Lewis Boulevard
Baisley Park,11436,-73.79167861,40.68031131,117-11 Sutphin Boulevard
Bay Terrace,11360,-73.7770109,40.78252384,18-36 Bell Boulevard
Bayside,11361,-73.76836198,40.76012558,214-20 Northern Boulevard
Bellerose,11426,-73.71710447,40.73516055,250-06 Hillside Avenue
Briarwood,11435,-73.81945312,40.71003456,85-12 Main Street
Broad Channel,11693,-73.82005266,40.60073211,16-26 Cross Bay Boulevard
Broadway,11103,-73.91862332,40.75852927,40-20 Broadway
Cambria Heights,11411,-73.74116314,40.69572261,218-13 Linden Boulevard
Queens Central Library,11432,-73.79467804,40.70787313,89-11 Merrick Boulevard
Corona,11368,-73.86197684,40.75089408,38-23 104 Street
Court Square,11101,-73.94442139,40.74689957,25-01 Jackson Avenue
Douglaston/Little Neck,11363,-73.73822944,40.76822543,249-01 Northern Boulevard
East Elmhurst,11369,-73.87386663,40.76242213,95-06 Astoria Boulevard
East Flushing,11358,-73.78430296,40.75754568,196-36 Northern Boulevard
Elmhurst <br> (Temporary location due to renovations),11373,-73.87797366,40.73830324,85-08 51 Avenue
Far Rockaway,11691,-73.75247942,40.60431351,1637 Central Avenue
Flushing,11355,-73.82888469,40.75777407,41-17 Main Street
Forest Hills,11375,-73.843015,40.72214695,108-19 71 Avenue
Fresh Meadows,11365,-73.78228144,40.74158266,193-20 Horace Harding Expressway
Glen Oaks,11004,-73.7148458,40.7451722,256-04 Union Turnpike
Glendale,11385,-73.87574435,40.70258525,78-60 73 Place
Hillcrest,11366,-73.7819193,40.72925482,187-05 Union Turnpike
Hollis,11423,-73.76232033,40.72016654,202-05 Hillside Avenue
Howard Beach,11414,-73.84180222,40.66381026,92-06 156 Avenue
Jackson Heights,11372,-73.88506932,40.75019609,35-51 81 Street
Kew Gardens Hills <br> (Temporary location),11367,-73.82226966,40.72693697,71-34 Main Street
Langston Hughes,11368,-73.86819939,40.7575773,100-01 Northern Boulevard
Laurelton,11413,-73.74567356,40.67695273,134-26 225 Street
Lefferts,11419,-73.8248297,40.68690729,103-34 Lefferts Boulevard
Lefrak City,11368,-73.86165593,40.73743414,98-30 57 Avenue
Long Island City,11101,-73.9393093,40.75780343,37-44 21 Street
Maspeth,11378,-73.89310456,40.72699537,69-70 Grand Avenue
McGoldrick,11354,-73.80983348,40.76375032,155-06 Roosevelt Avenue
Middle Village,11379,-73.88085935,40.71293388,72-31 Metropolitan Avenue
Mitchell-Linden,11354,-73.82694112,40.76914153,31-32 Union Street
North Forest Park,11375,-73.85367251,40.71115686,98-27 Metropolitan Avenue
North Hills,11362,-73.73183792,40.75925364,57-04 Marathon Parkway
Ozone Park <br> (Closed for renovations),11417,-73.84648846,40.68086718,92-24 Rockaway Boulevard
Peninsula,11693,-73.81606503,40.58586415,92-25 Rockaway Beach Boulevard
Pomonok,11365,-73.81009489,40.73292508,158-21 Jewel Avenue
Poppenhusen,11356,-73.84601807,40.7862131,121-23 14 Avenue
Queens Library for Teens,11691,-73.75351241,40.60239019,2002 Cornaga Avenue
Queens Village,11428,-73.73904906,40.71988833,94-11 217 Street
Queensboro Hill,11355,-73.82516996,40.74293095,60-05 Main Street
Queensbridge <br> Now a Family Literacy Center,11101,-73.94424079,40.75507372,10-43 41 Avenue
Ravenswood <br> Now a Family Literacy Center,11106,-73.93640397,40.76067995,35-32 21 Street
Rego Park,11374,-73.86450283,40.72731656,91-41 63 Drive
Richmond Hill,11418,-73.83164233,40.7007972,118-14 Hillside Avenue
Ridgewood,11385,-73.90258828,40.70522689,20-12 Madison Street
Rochdale Village,11434,-73.77059022,40.6728752,169-09 137 Avenue
Rosedale,11422,-73.73991101,40.65996362,144-20 243 Street
Seaside,11694,-73.83774701,40.57940488,116-15 Rockaway Beach Boulevard
South Hollis,11412,-73.7537974,40.70700391,204-01 Hollis Avenue
South Jamaica,11433,-73.79021187,40.69561112,108-41 Guy R. Brewer Boulevard
South Ozone Park,11420,-73.80926183,40.67478395,128-16 Rockaway Boulevard
St.Albans,11412,-73.76007289,40.69249997,191-05 Linden Boulevard
Steinway,11105,-73.90945659,40.77682707,21-45 31 Street
Sunnyside,11104,-73.92166803,40.7408467,43-06 Greenpoint Avenue
Whitestone,11357,-73.81070184,40.78854019,151-10 14 Road
Windsor Park,11364,-73.75561942,40.73450483,79-50 Bell Boulevard
Woodhaven,11421,-73.86145742,40.69453115,85-41 Forest Parkway
Woodside,11377,-73.90979374,40.74534171,54-22 Skillman Avenue